   523.149 0.973E-260.072  3031.464    21102    20001 51  3 41  6 P 24 0.78 626  2
   523.261 0.692E-250.074  2210.678    12202    11101 42  1 32  3 R 18 0.75 626  2
   523.366 0.204E-250.076  1478.598    11102    10001 31  1 21  3 P 17 0.73 628  2
   523.370 0.266E-260.073  1585.080    11102    10001 31  1 21  3 P 23 0.77 627  2
   523.373 0.389E-260.089  1377.856    11102    10001 31  1 21  3 P  4 0.74 636  2
   524.007 0.993E-260.076  2777.094    21103    20002 51  1 41  3 R 16 0.73 626  2
   524.103 0.204E-250.076  1466.071    11102    10001 31  1 21  3 P 16 0.71 628  2
   524.117 0.277E-260.073  1567.661    11102    10001 31  1 21  3 P 22 0.77 627  2
   524.351 0.349E-230.072  1662.040    11102    10001 31  1 21  3 P 26 0.78 626  2
   524.420 0.676E-250.074  2225.193    12202    11101 41  2 31  3 R 19 0.76 626  2
   524.440 0.100E-260.067  3881.053    13302    04401 52  2 42  2 P 55 0.74 626  2
   524.765 0.107E-250.073  2994.758    21102    20001 51  3 41  6 P 22 0.77 626  2
   524.840 0.202E-250.077  1454.280    11102    10001 31  1 21  3 P 15 0.70 628  2
   524.865 0.287E-260.073  1551.000    11102    10001 31  1 21  3 P 21 0.76 627  2
   524.872 0.655E-250.073  2241.195    12202    11101 42  1 32  3 R 20 0.76 626  2
   524.919 0.134E-260.092  1372.400    11102    10001 31  1 21  3 P  2 0.75 636  2
   525.269 0.122E-260.067  3837.909    13302    04401 51  2 41  4 P 54 0.75 626  2
   525.577 0.199E-250.078  1443.226    11102    10001 31  1 21  3 P 14 0.69 628  2
   525.612 0.295E-260.074  1535.095    11102    10001 31  1 21  3 P 20 0.76 627  2
   525.671 0.976E-260.074  2804.358    21103    20002 51  1 41  3 R 18 0.75 626  2
   525.719 0.107E-260.063  3895.150    12202    03301 41  2 31  2 P 69 0.68 626  2
   525.860 0.392E-230.072  1622.256    11102    10001 31  1 21  3 P 24 0.78 626  2
   526.102 0.148E-260.067  3795.546    13302    04401 52  2 42  2 P 53 0.75 626  2
   526.111 0.633E-250.073  2257.198    12202    11101 41  2 31  3 R 21 0.77 626  2
   526.314 0.193E-250.078  1432.909    11102    10001 31  1 21  3 P 13 0.69 628  2
   526.354 0.138E-260.064  3841.191    12202    03301 42  1 32  2 P 68 0.68 626  2
   526.361 0.302E-260.074  1519.947    11102    10001 31  1 21  3 P 19 0.75 627  2
   526.376 0.116E-250.074  2961.173    21102    20001 51  3 41  6 P 20 0.76 626  2
   526.488 0.607E-250.073  2274.840    12202    11101 42  1 32  3 R 22 0.77 626  2
   526.489 0.674E-260.092  1372.400    11102    10001 32  1 21  3 Q  2 0.75 636  2
   526.522 0.118E-250.089  1377.856    11102    10001 32  1 21  3 Q  4 0.74 636  2
   526.572 0.164E-250.086  1386.430    11102    10001 32  1 21  3 Q  6 0.73 636  2
   526.641 0.204E-250.084  1398.121    11102    10001 32  1 21  3 Q  8 0.71 636  2
   526.729 0.235E-250.081  1412.929    11102    10001 32  1 21  3 Q 10 0.70 636  2
