   644.895 0.682E-22       1034.667        1075022                            53
   644.902 0.844E-22       1030.413        1075023                            53
   644.903 0.123E-21        823.051        1076055                            53
   644.910 0.776E-22       1025.969        1075024                            53
   644.918 0.865E-22       1021.337        1075025                            53
   644.919 0.491E-22        605.855        1077075                            53
   644.920 0.102E-21        812.540        1076056                            53
   644.926 0.717E-22       1016.515        1075026                            53
   644.934 0.113E-21       1011.504        1075027                            53
   644.938 0.160E-21        801.839        1076057                            53
   644.943 0.170E-22        591.533        1077076                            53
   644.943 0.737E-22       1006.303        1075028                            53
   644.952 0.914E-22       1000.914        1075029                            53
   644.957 0.103E-21        790.948        1076058                            53
   644.961 0.843E-22        995.334        1075030                            53
   644.971 0.942E-22        989.566        1075031                            53
   644.975 0.127E-21        779.867        1076059                            53
   644.981 0.782E-22        983.608        1075032                            53
   644.992 0.124E-21        977.461        1075033                            53
   644.994 0.115E-21        768.595        1076060                            53
   645.002 0.808E-22        971.124        1075034                            53
   645.013 0.100E-21        964.598        1075035                            53
   645.014 0.127E-21        757.132        1076061                            53
   645.025 0.927E-22        957.883        1075036                            53
   645.033 0.103E-21        745.480        1076062                            53
   645.036 0.104E-21        950.978        1075037                            53
   645.048 0.863E-22        943.883        1075038                            53
   645.053 0.159E-21        733.637        1076063                            53
   645.061 0.136E-21        936.599        1075039                            53
   645.073 0.892E-22        929.125        1075040                            53
   645.073 0.101E-21        721.603        1076064                            53
   645.086 0.111E-21        921.462        1075041                            53
   645.094 0.121E-21        709.379        1076065                            53
   645.099 0.103E-21        913.608        1075042                            53
   645.113 0.115E-21        905.566        1075043                            53
   645.115 0.107E-21        696.964        1076066                            53
   645.127 0.954E-22        897.333        1075044                            53
   645.136 0.113E-21        684.358        1076067                            53
   645.141 0.151E-21        888.911        1075045                            53
   645.156 0.986E-22        880.299        1075046                            53
   645.158 0.881E-22        671.562        1076068                            53
   645.171 0.122E-21        871.497        1075047                            53
   645.180 0.129E-21        658.575        1076069                            53
   645.186 0.113E-21        862.505        1075048                            53
   645.201 0.126E-21        853.324        1075049                            53
   645.202 0.761E-22        645.397        1076070                            53
   645.215 0.527E-22       1052.016        1074000                            53
   645.216 0.828E-22       1051.921        1074001                            53
   645.216 0.678E-22       1051.638        1074002                            53
   645.217 0.106E-21       1051.165        1074003                            53
   645.217 0.105E-21        843.952        1075050                            53
   645.218 0.680E-22       1050.504        1074004                            53
   645.219 0.833E-22       1049.653        1074005                            53
   645.221 0.760E-22       1048.613        1074006                            53
   645.223 0.839E-22       1047.385        1074007                            53
   645.224 0.833E-22        632.029        1076071                            53
   645.226 0.689E-22       1045.967        1074008                            53
   645.228 0.108E-21       1044.360        1074009                            53
   645.231 0.696E-22       1042.564        1074010                            53
   645.233 0.165E-21        834.391        1075051                            53
   645.235 0.856E-22       1040.579        1074011                            53
   645.238 0.783E-22       1038.405        1074012                            53
   645.242 0.867E-22       1036.042        1074013                            53
   645.247 0.714E-22       1033.490        1074014                            53
   645.247 0.652E-22        618.469        1076072                            53
   645.250 0.108E-21        824.639        1075052                            53
   645.251 0.112E-21       1030.748        1074015                            53
   645.256 0.726E-22       1027.818        1074016                            53
   645.262 0.895E-22       1024.698        1074017                            53
   645.266 0.133E-21        814.698        1075053                            53
   645.267 0.822E-22       1021.390        1074018                            53
   645.270 0.579E-22        604.718        1076073                            53
   645.273 0.913E-22       1017.892        1074019                            53
   645.279 0.754E-22       1014.205        1074020                            53
   645.283 0.122E-21        804.566        1075054                            53
   645.286 0.119E-21       1010.328        1074021                            53
   645.293 0.771E-22       1006.263        1074022                            53
   645.294 0.340E-22        590.777        1076074                            53
   645.300 0.954E-22       1002.008        1074023                            53
   645.301 0.136E-21        794.244        1075055                            53
   645.307 0.877E-22        997.565        1074024                            53
   645.315 0.977E-22        992.931        1074025                            53
   645.317 0.285E-22        576.644        1076075                            53
   645.319 0.112E-21        783.732        1075056                            53
   645.323 0.810E-22        988.109        1074026                            53
   645.332 0.128E-21        983.097        1074027                            53
